REF_DATE,GEO,Age,Sex,Indicators,VALUE
2020,Canada (excluding territories),"Total, 12 years and over",Females,Contact with a medical doctor in the past 12 months,NA
2020,Canada (excluding territories),"Total, 12 years and over",Females,Influenza immunization in the past 12 months,42.4
2020,Canada (excluding territories),12 to 17 years,Both sexes,"Perceived health, very good or excellent",76.5
2020,Canada (excluding territories),12 to 17 years,Both sexes,"Perceived health, fair or poor",3.2
2020,Canada (excluding territories),12 to 17 years,Both sexes,"Perceived mental health, very good or excellent",68.6
2020,Canada (excluding territories),12 to 17 years,Both sexes,"Perceived mental health, fair or poor",8.3
2020,Canada (excluding territories),12 to 17 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",12.3
2020,Canada (excluding territories),12 to 17 years,Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",23.2
2020,Canada (excluding territories),12 to 17 years,Both sexes,Arthritis (15 years and over),NA
2020,Canada (excluding territories),12 to 17 years,Both sexes,Diabetes,NA
2020,Canada (excluding territories),12 to 17 years,Both sexes,Asthma,9.8
2020,Canada (excluding territories),12 to 17 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),NA
2020,Canada (excluding territories),12 to 17 years,Both sexes,High blood pressure,NA
2020,Canada (excluding territories),12 to 17 years,Both sexes,Mood disorder,4.3
2020,Canada (excluding territories),12 to 17 years,Both sexes,"Current smoker, daily or occasional",1.8
2020,Canada (excluding territories),12 to 17 years,Both sexes,"Current smoker, daily",0.5
2020,Canada (excluding territories),12 to 17 years,Both sexes,"Cannabis use, past 12 months",7.3
2020,Canada (excluding territories),12 to 17 years,Both sexes,"Cannabis frequency of use in the past months, daily or almost daily",1
2020,Canada (excluding territories),12 to 17 years,Both sexes,Heavy drinking,2.8
2020,Canada (excluding territories),12 to 17 years,Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",42.9
2020,Canada (excluding territories),12 to 17 years,Both sexes,Breast milk feeding initiation,NA
2020,Canada (excluding territories),12 to 17 years,Both sexes,"Exclusive breastfeeding, at least 6 months",NA
2020,Canada (excluding territories),12 to 17 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day",24.1
2020,Canada (excluding territories),12 to 17 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong",85.9
2020,Canada (excluding territories),12 to 17 years,Both sexes,"Life satisfaction, satisfied or very satisfied",97
2020,Canada (excluding territories),12 to 17 years,Both sexes,Has a regular healthcare provider,85.3
2020,Canada (excluding territories),12 to 17 years,Both sexes,Contact with a medical doctor in the past 12 months,NA
2020,Canada (excluding territories),12 to 17 years,Both sexes,Influenza immunization in the past 12 months,29
2020,Canada (excluding territories),12 to 17 years,Males,"Perceived health, very good or excellent",78.8
2020,Canada (excluding territories),12 to 17 years,Males,"Perceived health, fair or poor",2.5
2020,Canada (excluding territories),12 to 17 years,Males,"Perceived mental health, very good or excellent",76.2
2020,Canada (excluding territories),12 to 17 years,Males,"Perceived mental health, fair or poor",3.8
2020,Canada (excluding territories),12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",8.5
2020,Canada (excluding territories),12 to 17 years,Males,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",26.2
2020,Canada (excluding territories),12 to 17 years,Males,Arthritis (15 years and over),NA
2020,Canada (excluding territories),12 to 17 years,Males,Diabetes,NA
2020,Canada (excluding territories),12 to 17 years,Males,Asthma,9.8
2020,Canada (excluding territories),12 to 17 years,Males,Chronic obstructive pulmonary disease (COPD; 35 years and over),NA
2020,Canada (excluding territories),12 to 17 years,Males,High blood pressure,NA
2020,Canada (excluding territories),12 to 17 years,Males,Mood disorder,3.5
2020,Canada (excluding territories),12 to 17 years,Males,"Current smoker, daily or occasional",2.3
2020,Canada (excluding territories),12 to 17 years,Males,"Current smoker, daily",NA
2020,Canada (excluding territories),12 to 17 years,Males,"Cannabis use, past 12 months",8.3
2020,Canada (excluding territories),12 to 17 years,Males,"Cannabis frequency of use in the past months, daily or almost daily",NA
2020,Canada (excluding territories),12 to 17 years,Males,Heavy drinking,3.6
2020,Canada (excluding territories),12 to 17 years,Males,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",46.7
2020,Canada (excluding territories),12 to 17 years,Males,"Fruit and vegetable consumption, 5 times or more per day",22.1
2020,Canada (excluding territories),12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",87
2020,Canada (excluding territories),12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",97.5
2020,Canada (excluding territories),12 to 17 years,Males,Has a regular healthcare provider,84.3
2020,Canada (excluding territories),12 to 17 years,Males,Contact with a medical doctor in the past 12 months,NA
2020,Canada (excluding territories),12 to 17 years,Males,Influenza immunization in the past 12 months,29.6
2020,Canada (excluding territories),12 to 17 years,Females,"Perceived health, very good or excellent",74.2
2020,Canada (excluding territories),12 to 17 years,Females,"Perceived health, fair or poor",3.9
2020,Canada (excluding territories),12 to 17 years,Females,"Perceived mental health, very good or excellent",61
2020,Canada (excluding territories),12 to 17 years,Females,"Perceived mental health, fair or poor",12.9
2020,Canada (excluding territories),12 to 17 years,Females,"Perceived life stress, most days quite a bit or extremely stressful",16.2
2020,Canada (excluding territories),12 to 17 years,Females,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",19.9
2020,Canada (excluding territories),12 to 17 years,Females,Arthritis (15 years and over),NA
2020,Canada (excluding territories),12 to 17 years,Females,Diabetes,NA
2020,Canada (excluding territories),12 to 17 years,Females,Asthma,9.8
2020,Canada (excluding territories),12 to 17 years,Females,Chronic obstructive pulmonary disease (COPD; 35 years and over),NA
2020,Canada (excluding territories),12 to 17 years,Females,High blood pressure,NA
2020,Canada (excluding territories),12 to 17 years,Females,Mood disorder,5.2
2020,Canada (excluding territories),12 to 17 years,Females,"Current smoker, daily or occasional",1.3
2020,Canada (excluding territories),12 to 17 years,Females,"Current smoker, daily",NA
2020,Canada (excluding territories),12 to 17 years,Females,"Cannabis use, past 12 months",6.3
2020,Canada (excluding territories),12 to 17 years,Females,"Cannabis frequency of use in the past months, daily or almost daily",1.3
2020,Canada (excluding territories),12 to 17 years,Females,Heavy drinking,2
2020,Canada (excluding territories),12 to 17 years,Females,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",39
2020,Canada (excluding territories),12 to 17 years,Females,Breast milk feeding initiation,NA
2020,Canada (excluding territories),12 to 17 years,Females,"Exclusive breastfeeding, at least 6 months",NA
2020,Canada (excluding territories),12 to 17 years,Females,"Fruit and vegetable consumption, 5 times or more per day",26.1
2020,Canada (excluding territories),12 to 17 years,Females,"Sense of belonging to local community, somewhat strong or very strong",84.7
2020,Canada (excluding territories),12 to 17 years,Females,"Life satisfaction, satisfied or very satisfied",96.6
2020,Canada (excluding territories),12 to 17 years,Females,Has a regular healthcare provider,86.3
2020,Canada (excluding territories),12 to 17 years,Females,Contact with a medical doctor in the past 12 months,NA
2020,Canada (excluding territories),12 to 17 years,Females,Influenza immunization in the past 12 months,28.5
2020,Canada (excluding territories),18 to 34 years,Both sexes,"Perceived health, very good or excellent",69
2020,Canada (excluding territories),18 to 34 years,Both sexes,"Perceived health, fair or poor",6.5
2020,Canada (excluding territories),18 to 34 years,Both sexes,"Perceived mental health, very good or excellent",59
2020,Canada (excluding territories),18 to 34 years,Both sexes,"Perceived mental health, fair or poor",13.2
2020,Canada (excluding territories),18 to 34 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",23.1
2020,Canada (excluding territories),18 to 34 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",30.7
2020,Canada (excluding territories),18 to 34 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",21
2020,Canada (excluding territories),18 to 34 years,Both sexes,Arthritis (15 years and over),2.9
2020,Canada (excluding territories),18 to 34 years,Both sexes,Diabetes,1.1
2020,Canada (excluding territories),18 to 34 years,Both sexes,Asthma,10.7
2020,Canada (excluding territories),18 to 34 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),NA
2020,Canada (excluding territories),18 to 34 years,Both sexes,High blood pressure,2.6
2020,Canada (excluding territories),18 to 34 years,Both sexes,Mood disorder,11
2020,Canada (excluding territories),18 to 34 years,Both sexes,"Current smoker, daily or occasional",14.9
2020,Canada (excluding territories),18 to 34 years,Both sexes,"Current smoker, daily",8.3
2020,Canada (excluding territories),18 to 34 years,Both sexes,"Cannabis use, past 12 months",37.5
2020,Canada (excluding territories),18 to 34 years,Both sexes,"Cannabis frequency of use in the past months, daily or almost daily",8.5
2020,Canada (excluding territories),18 to 34 years,Both sexes,Heavy drinking,22.4
2020,Canada (excluding territories),18 to 34 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",59.9
2020,Canada (excluding territories),18 to 34 years,Both sexes,Breast milk feeding initiation,NA
2020,Canada (excluding territories),18 to 34 years,Both sexes,"Exclusive breastfeeding, at least 6 months",NA
2020,Canada (excluding territories),18 to 34 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day",22.4
2020,Canada (excluding territories),18 to 34 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong",63.1
2020,Canada (excluding territories),18 to 34 years,Both sexes,"Life satisfaction, satisfied or very satisfied",94.7
2020,Canada (excluding territories),18 to 34 years,Both sexes,Has a regular healthcare provider,75.9
2020,Canada (excluding territories),18 to 34 years,Both sexes,Contact with a medical doctor in the past 12 months,NA
2020,Canada (excluding territories),18 to 34 years,Both sexes,Influenza immunization in the past 12 months,27.5
2020,Canada (excluding territories),18 to 34 years,Males,"Perceived health, very good or excellent",70
2020,Canada (excluding territories),18 to 34 years,Males,"Perceived health, fair or poor",6.5
2020,Canada (excluding territories),18 to 34 years,Males,"Perceived mental health, very good or excellent",64.8
2020,Canada (excluding territories),18 to 34 years,Males,"Perceived mental health, fair or poor",11.2
2020,Canada (excluding territories),18 to 34 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",21
2020,Canada (excluding territories),18 to 34 years,Males,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",34.9
2020,Canada (excluding territories),18 to 34 years,Males,"Body mass index, adjusted self-reported, adult (18 years and over), obese",20.8
2020,Canada (excluding territories),18 to 34 years,Males,Arthritis (15 years and over),2.8
2020,Canada (excluding territories),18 to 34 years,Males,Diabetes,1.5
2020,Canada (excluding territories),18 to 34 years,Males,Asthma,9.3
2020,Canada (excluding territories),18 to 34 years,Males,Chronic obstructive pulmonary disease (COPD; 35 years and over),NA
2020,Canada (excluding territories),18 to 34 years,Males,High blood pressure,3.8
2020,Canada (excluding territories),18 to 34 years,Males,Mood disorder,7.9
2020,Canada (excluding territories),18 to 34 years,Males,"Current smoker, daily or occasional",19.6
2020,Canada (excluding territories),18 to 34 years,Males,"Current smoker, daily",11.3
2020,Canada (excluding territories),18 to 34 years,Males,"Cannabis use, past 12 months",43.2
2020,Canada (excluding territories),18 to 34 years,Males,"Cannabis frequency of use in the past months, daily or almost daily",10.3
2020,Canada (excluding territories),18 to 34 years,Males,Heavy drinking,25.1
2020,Canada (excluding territories),18 to 34 years,Males,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",61.9
2020,Canada (excluding territories),18 to 34 years,Males,"Fruit and vegetable consumption, 5 times or more per day",17.9
2020,Canada (excluding territories),18 to 34 years,Males,"Sense of belonging to local community, somewhat strong or very strong",59.6
2020,Canada (excluding territories),18 to 34 years,Males,"Life satisfaction, satisfied or very satisfied",94.4
2020,Canada (excluding territories),18 to 34 years,Males,Has a regular healthcare provider,68
2020,Canada (excluding territories),18 to 34 years,Males,Contact with a medical doctor in the past 12 months,NA
2020,Canada (excluding territories),18 to 34 years,Males,Influenza immunization in the past 12 months,22.8
2020,Canada (excluding territories),18 to 34 years,Females,"Perceived health, very good or excellent",68
2020,Canada (excluding territories),18 to 34 years,Females,"Perceived health, fair or poor",6.5
2020,Canada (excluding territories),18 to 34 years,Females,"Perceived mental health, very good or excellent",53
2020,Canada (excluding territories),18 to 34 years,Females,"Perceived mental health, fair or poor",15.3
2020,Canada (excluding territories),18 to 34 years,Females,"Perceived life stress, most days quite a bit or extremely stressful",25.4
2020,Canada (excluding territories),18 to 34 years,Females,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",26.1
2020,Canada (excluding territories),18 to 34 years,Females,"Body mass index, adjusted self-reported, adult (18 years and over), obese",21.2
2020,Canada (excluding territories),18 to 34 years,Females,Arthritis (15 years and over),2.9
2020,Canada (excluding territories),18 to 34 years,Females,Diabetes,0.7
2020,Canada (excluding territories),18 to 34 years,Females,Asthma,12.1
2020,Canada (excluding territories),18 to 34 years,Females,Chronic obstructive pulmonary disease (COPD; 35 years and over),NA
2020,Canada (excluding territories),18 to 34 years,Females,High blood pressure,1.5
2020,Canada (excluding territories),18 to 34 years,Females,Mood disorder,14.2
2020,Canada (excluding territories),18 to 34 years,Females,"Current smoker, daily or occasional",9.9
2020,Canada (excluding territories),18 to 34 years,Females,"Current smoker, daily",5.1
2020,Canada (excluding territories),18 to 34 years,Females,"Cannabis use, past 12 months",31.6
2020,Canada (excluding territories),18 to 34 years,Females,"Cannabis frequency of use in the past months, daily or almost daily",6.5
2020,Canada (excluding territories),18 to 34 years,Females,Heavy drinking,19.6
2020,Canada (excluding territories),18 to 34 years,Females,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",57.9
2020,Canada (excluding territories),18 to 34 years,Females,Breast milk feeding initiation,NA
2020,Canada (excluding territories),18 to 34 years,Females,"Exclusive breastfeeding, at least 6 months",NA
2020,Canada (excluding territories),18 to 34 years,Females,"Fruit and vegetable consumption, 5 times or more per day",27.1
2020,Canada (excluding territories),18 to 34 years,Females,"Sense of belonging to local community, somewhat strong or very strong",66.6
2020,Canada (excluding territories),18 to 34 years,Females,"Life satisfaction, satisfied or very satisfied",95
2020,Canada (excluding territories),18 to 34 years,Females,Has a regular healthcare provider,84.2
2020,Canada (excluding territories),18 to 34 years,Females,Contact with a medical doctor in the past 12 months,NA
2020,Canada (excluding territories),18 to 34 years,Females,Influenza immunization in the past 12 months,32.2
2020,Canada (excluding territories),35 to 49 years,Both sexes,"Perceived health, very good or excellent",65.9
2020,Canada (excluding territories),35 to 49 years,Both sexes,"Perceived health, fair or poor",8.3
2020,Canada (excluding territories),35 to 49 years,Both sexes,"Perceived mental health, very good or excellent",64.2
2020,Canada (excluding territories),35 to 49 years,Both sexes,"Perceived mental health, fair or poor",10.4
2020,Canada (excluding territories),35 to 49 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",27.5
2020,Canada (excluding territories),35 to 49 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",35.3
2020,Canada (excluding territories),35 to 49 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",31.7
2020,Canada (excluding territories),35 to 49 years,Both sexes,Arthritis (15 years and over),9
2020,Canada (excluding territories),35 to 49 years,Both sexes,Diabetes,3.7
2020,Canada (excluding territories),35 to 49 years,Both sexes,Asthma,7.6
2020,Canada (excluding territories),35 to 49 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),0.8
2020,Canada (excluding territories),35 to 49 years,Both sexes,High blood pressure,8.1
2020,Canada (excluding territories),35 to 49 years,Both sexes,Mood disorder,9.7
2020,Canada (excluding territories),35 to 49 years,Both sexes,"Current smoker, daily or occasional",15.1
2020,Canada (excluding territories),35 to 49 years,Both sexes,"Current smoker, daily",11
2020,Canada (excluding territories),35 to 49 years,Both sexes,"Cannabis use, past 12 months",23.9
2020,Canada (excluding territories),35 to 49 years,Both sexes,"Cannabis frequency of use in the past months, daily or almost daily",6.3
2020,Canada (excluding territories),35 to 49 years,Both sexes,Heavy drinking,21
2020,Canada (excluding territories),35 to 49 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",57.2
2020,Canada (excluding territories),35 to 49 years,Both sexes,Breast milk feeding initiation,NA
2020,Canada (excluding territories),35 to 49 years,Both sexes,"Exclusive breastfeeding, at least 6 months",NA
2020,Canada (excluding territories),35 to 49 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day",27
2020,Canada (excluding territories),35 to 49 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong",68.2
2020,Canada (excluding territories),35 to 49 years,Both sexes,"Life satisfaction, satisfied or very satisfied",93.7
2020,Canada (excluding territories),35 to 49 years,Both sexes,Has a regular healthcare provider,85.5
2020,Canada (excluding territories),35 to 49 years,Both sexes,Contact with a medical doctor in the past 12 months,NA
2020,Canada (excluding territories),35 to 49 years,Both sexes,Influenza immunization in the past 12 months,32.3
2020,Canada (excluding territories),35 to 49 years,Males,"Perceived health, very good or excellent",67.7
2020,Canada (excluding territories),35 to 49 years,Males,"Perceived health, fair or poor",7.7
2020,Canada (excluding territories),35 to 49 years,Males,"Perceived mental health, very good or excellent",68.6
2020,Canada (excluding territories),35 to 49 years,Males,"Perceived mental health, fair or poor",9.9
2020,Canada (excluding territories),35 to 49 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",26.7
2020,Canada (excluding territories),35 to 49 years,Males,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",41.3
2020,Canada (excluding territories),35 to 49 years,Males,"Body mass index, adjusted self-reported, adult (18 years and over), obese",32.6
2020,Canada (excluding territories),35 to 49 years,Males,Arthritis (15 years and over),7.7
2020,Canada (excluding territories),35 to 49 years,Males,Diabetes,4.1
2020,Canada (excluding territories),35 to 49 years,Males,Asthma,6.7
2020,Canada (excluding territories),35 to 49 years,Males,Chronic obstructive pulmonary disease (COPD; 35 years and over),NA
2020,Canada (excluding territories),35 to 49 years,Males,High blood pressure,10.3
2020,Canada (excluding territories),35 to 49 years,Males,Mood disorder,7.7
2020,Canada (excluding territories),35 to 49 years,Males,"Current smoker, daily or occasional",18.3
2020,Canada (excluding territories),35 to 49 years,Males,"Current smoker, daily",12.8
2020,Canada (excluding territories),35 to 49 years,Males,"Cannabis use, past 12 months",28.6
2020,Canada (excluding territories),35 to 49 years,Males,"Cannabis frequency of use in the past months, daily or almost daily",7.3
2020,Canada (excluding territories),35 to 49 years,Males,Heavy drinking,24.9
2020,Canada (excluding territories),35 to 49 years,Males,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",61
2020,Canada (excluding territories),35 to 49 years,Males,"Fruit and vegetable consumption, 5 times or more per day",22.4
2020,Canada (excluding territories),35 to 49 years,Males,"Sense of belonging to local community, somewhat strong or very strong",65.9
2020,Canada (excluding territories),35 to 49 years,Males,"Life satisfaction, satisfied or very satisfied",94.8
2020,Canada (excluding territories),35 to 49 years,Males,Has a regular healthcare provider,80.1
2020,Canada (excluding territories),35 to 49 years,Males,Contact with a medical doctor in the past 12 months,NA
2020,Canada (excluding territories),35 to 49 years,Males,Influenza immunization in the past 12 months,29.3
2020,Canada (excluding territories),35 to 49 years,Females,"Perceived health, very good or excellent",64.2
2020,Canada (excluding territories),35 to 49 years,Females,"Perceived health, fair or poor",9
2020,Canada (excluding territories),35 to 49 years,Females,"Perceived mental health, very good or excellent",59.9
2020,Canada (excluding territories),35 to 49 years,Females,"Perceived mental health, fair or poor",10.8
2020,Canada (excluding territories),35 to 49 years,Females,"Perceived life stress, most days quite a bit or extremely stressful",28.4
2020,Canada (excluding territories),35 to 49 years,Females,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",29.3
2020,Canada (excluding territories),35 to 49 years,Females,"Body mass index, adjusted self-reported, adult (18 years and over), obese",30.8
2020,Canada (excluding territories),35 to 49 years,Females,Arthritis (15 years and over),10.3
2020,Canada (excluding territories),35 to 49 years,Females,Diabetes,3.4
2020,Canada (excluding territories),35 to 49 years,Females,Asthma,8.4
2020,Canada (excluding territories),35 to 49 years,Females,Chronic obstructive pulmonary disease (COPD; 35 years and over),1
2020,Canada (excluding territories),35 to 49 years,Females,High blood pressure,6
2020,Canada (excluding territories),35 to 49 years,Females,Mood disorder,11.7
2020,Canada (excluding territories),35 to 49 years,Females,"Current smoker, daily or occasional",11.9
2020,Canada (excluding territories),35 to 49 years,Females,"Current smoker, daily",9.3
2020,Canada (excluding territories),35 to 49 years,Females,"Cannabis use, past 12 months",19.3
2020,Canada (excluding territories),35 to 49 years,Females,"Cannabis frequency of use in the past months, daily or almost daily",5.3
2020,Canada (excluding territories),35 to 49 years,Females,Heavy drinking,17.1
2020,Canada (excluding territories),35 to 49 years,Females,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",53.5
2020,Canada (excluding territories),35 to 49 years,Females,Breast milk feeding initiation,NA
2020,Canada (excluding territories),35 to 49 years,Females,"Exclusive breastfeeding, at least 6 months",NA
2020,Canada (excluding territories),35 to 49 years,Females,"Fruit and vegetable consumption, 5 times or more per day",31.5
2020,Canada (excluding territories),35 to 49 years,Females,"Sense of belonging to local community, somewhat strong or very strong",70.5
2020,Canada (excluding territories),35 to 49 years,Females,"Life satisfaction, satisfied or very satisfied",92.7
2020,Canada (excluding territories),35 to 49 years,Females,Has a regular healthcare provider,90.9
2020,Canada (excluding territories),35 to 49 years,Females,Contact with a medical doctor in the past 12 months,NA
2020,Canada (excluding territories),35 to 49 years,Females,Influenza immunization in the past 12 months,35.3
2020,Canada (excluding territories),50 to 64 years,Both sexes,"Perceived health, very good or excellent",58.1
2020,Canada (excluding territories),50 to 64 years,Both sexes,"Perceived health, fair or poor",13.2
2020,Canada (excluding territories),50 to 64 years,Both sexes,"Perceived mental health, very good or excellent",66.5
2020,Canada (excluding territories),50 to 64 years,Both sexes,"Perceived mental health, fair or poor",9
2020,Canada (excluding territories),50 to 64 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",21.8
2020,Canada (excluding territories),50 to 64 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",38.6
2020,Canada (excluding territories),50 to 64 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",32.6
2020,Canada (excluding territories),50 to 64 years,Both sexes,Arthritis (15 years and over),26.9
2020,Canada (excluding territories),50 to 64 years,Both sexes,Diabetes,9.7
2020,Canada (excluding territories),50 to 64 years,Both sexes,Asthma,7.9
2020,Canada (excluding territories),50 to 64 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),3.8
2020,Canada (excluding territories),50 to 64 years,Both sexes,High blood pressure,24.3
2020,Canada (excluding territories),50 to 64 years,Both sexes,Mood disorder,9.8
2020,Canada (excluding territories),50 to 64 years,Both sexes,"Current smoker, daily or occasional",16.1
2020,Canada (excluding territories),50 to 64 years,Both sexes,"Current smoker, daily",12.6
2020,Canada (excluding territories),50 to 64 years,Both sexes,"Cannabis use, past 12 months",16.5
2020,Canada (excluding territories),50 to 64 years,Both sexes,"Cannabis frequency of use in the past months, daily or almost daily",5
2020,Canada (excluding territories),50 to 64 years,Both sexes,Heavy drinking,18.1
2020,Canada (excluding territories),50 to 64 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",55.1
2020,Canada (excluding territories),50 to 64 years,Both sexes,Breast milk feeding initiation,NA
2020,Canada (excluding territories),50 to 64 years,Both sexes,"Exclusive breastfeeding, at least 6 months",NA
2020,Canada (excluding territories),50 to 64 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day",24.4
2020,Canada (excluding territories),50 to 64 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong",70.8
2020,Canada (excluding territories),50 to 64 years,Both sexes,"Life satisfaction, satisfied or very satisfied",91.6
2020,Canada (excluding territories),50 to 64 years,Both sexes,Has a regular healthcare provider,90.4
2020,Canada (excluding territories),50 to 64 years,Both sexes,Contact with a medical doctor in the past 12 months,NA
2020,Canada (excluding territories),50 to 64 years,Both sexes,Influenza immunization in the past 12 months,39.8
2020,Canada (excluding territories),50 to 64 years,Males,"Perceived health, very good or excellent",58.1
2020,Canada (excluding territories),50 to 64 years,Males,"Perceived health, fair or poor",13.3
2020,Canada (excluding territories),50 to 64 years,Males,"Perceived mental health, very good or excellent",69
2020,Canada (excluding territories),50 to 64 years,Males,"Perceived mental health, fair or poor",8.7
2020,Canada (excluding territories),50 to 64 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",21.7
2020,Canada (excluding territories),50 to 64 years,Males,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",42.9
2020,Canada (excluding territories),50 to 64 years,Males,"Body mass index, adjusted self-reported, adult (18 years and over), obese",33.3
2020,Canada (excluding territories),50 to 64 years,Males,Arthritis (15 years and over),22.4
2020,Canada (excluding territories),50 to 64 years,Males,Diabetes,11.8
2020,Canada (excluding territories),50 to 64 years,Males,Asthma,6.2
2020,Canada (excluding territories),50 to 64 years,Males,Chronic obstructive pulmonary disease (COPD; 35 years and over),3.7
2020,Canada (excluding territories),50 to 64 years,Males,High blood pressure,27.1
2020,Canada (excluding territories),50 to 64 years,Males,Mood disorder,7.7
2020,Canada (excluding territories),50 to 64 years,Males,"Current smoker, daily or occasional",18.5
2020,Canada (excluding territories),50 to 64 years,Males,"Current smoker, daily",14.3
2020,Canada (excluding territories),50 to 64 years,Males,"Cannabis use, past 12 months",19
2020,Canada (excluding territories),50 to 64 years,Males,"Cannabis frequency of use in the past months, daily or almost daily",5.4
2020,Canada (excluding territories),50 to 64 years,Males,Heavy drinking,22
2020,Canada (excluding territories),50 to 64 years,Males,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",56.7
2020,Canada (excluding territories),50 to 64 years,Males,"Fruit and vegetable consumption, 5 times or more per day",18.3
2020,Canada (excluding territories),50 to 64 years,Males,"Sense of belonging to local community, somewhat strong or very strong",71.5
2020,Canada (excluding territories),50 to 64 years,Males,"Life satisfaction, satisfied or very satisfied",91
2020,Canada (excluding territories),50 to 64 years,Males,Has a regular healthcare provider,87.2
2020,Canada (excluding territories),50 to 64 years,Males,Contact with a medical doctor in the past 12 months,NA
2020,Canada (excluding territories),50 to 64 years,Males,Influenza immunization in the past 12 months,35.2
2020,Canada (excluding territories),50 to 64 years,Females,"Perceived health, very good or excellent",58.1
2020,Canada (excluding territories),50 to 64 years,Females,"Perceived health, fair or poor",13.1
2020,Canada (excluding territories),50 to 64 years,Females,"Perceived mental health, very good or excellent",64.1
2020,Canada (excluding territories),50 to 64 years,Females,"Perceived mental health, fair or poor",9.3
2020,Canada (excluding territories),50 to 64 years,Females,"Perceived life stress, most days quite a bit or extremely stressful",21.8
2020,Canada (excluding territories),50 to 64 years,Females,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",34.1
2020,Canada (excluding territories),50 to 64 years,Females,"Body mass index, adjusted self-reported, adult (18 years and over), obese",31.9
2020,Canada (excluding territories),50 to 64 years,Females,Arthritis (15 years and over),31.3
2020,Canada (excluding territories),50 to 64 years,Females,Diabetes,7.7
2020,Canada (excluding territories),50 to 64 years,Females,Asthma,9.5
2020,Canada (excluding territories),50 to 64 years,Females,Chronic obstructive pulmonary disease (COPD; 35 years and over),3.9
2020,Canada (excluding territories),50 to 64 years,Females,High blood pressure,21.6
2020,Canada (excluding territories),50 to 64 years,Females,Mood disorder,11.9
2020,Canada (excluding territories),50 to 64 years,Females,"Current smoker, daily or occasional",13.7
2020,Canada (excluding territories),50 to 64 years,Females,"Current smoker, daily",11
2020,Canada (excluding territories),50 to 64 years,Females,"Cannabis use, past 12 months",14.1
2020,Canada (excluding territories),50 to 64 years,Females,"Cannabis frequency of use in the past months, daily or almost daily",4.6
2020,Canada (excluding territories),50 to 64 years,Females,Heavy drinking,14.3
2020,Canada (excluding territories),50 to 64 years,Females,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",53.5
2020,Canada (excluding territories),50 to 64 years,Females,Breast milk feeding initiation,NA
2020,Canada (excluding territories),50 to 64 years,Females,"Exclusive breastfeeding, at least 6 months",NA
